fullName,url,stars,forks,pushed,language,license_key,license,license_class,reuse_terms,archived,description,project_area
microsoft/vscode-react-native,https://github.com/microsoft/vscode-react-native,2736,293,2026-09-04,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,VSCode extension for React Native - supports debugging and editor integration,vidyut/prabha
alefragnani/vscode-project-manager,https://github.com/alefragnani/vscode-project-manager,2665,340,2026-09-05,TypeScript,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Project Manager Extension for Visual Studio Code,vidyut/prabha
tim-koehler/Helm-Intellisense,https://github.com/tim-koehler/Helm-Intellisense,2308,27,2026-01-26,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Extension for Visual Studio Code - Intellisense in helm-templates from the values.yaml,vidyut/prabha
antfu/vscode-settings,https://github.com/antfu/vscode-settings,2265,286,2025-05-28,,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,My VS Code settings and extensions,vidyut/prabha
Liiked/VS-Code-Extension-Doc-ZH,https://github.com/Liiked/VS-Code-Extension-Doc-ZH,2207,158,2026-08-21,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VS Code插件开发文档-中文版,vidyut/prabha
alefragnani/vscode-bookmarks,https://github.com/alefragnani/vscode-bookmarks,2165,211,2026-09-03,TypeScript,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Bookmarks Extension for Visual Studio Code,vidyut/prabha
DonJayamanne/pythonVSCode,https://github.com/DonJayamanne/pythonVSCode,2114,1684,2026-02-14,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,This extension is now maintained in the Microsoft fork.,vidyut/prabha
shd101wyy/vscode-markdown-preview-enhanced,https://github.com/shd101wyy/vscode-markdown-preview-enhanced,2067,253,2026-09-06,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"One of the ""BEST"" markdown preview extensions for Visual Studio Code",vidyut/prabha
eclipse-openvsx/openvsx,https://github.com/eclipse-openvsx/openvsx,2027,357,2026-09-05,Java,epl-2.0,Eclipse Public License 2.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,An open-source registry for VS Code extensions,vidyut/prabha
microsoft/vscode-eslint,https://github.com/microsoft/vscode-eslint,1953,384,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VSCode extension to integrate eslint into VSCode,vidyut/prabha
microsoft/vscode-mssql,https://github.com/microsoft/vscode-mssql,1904,606,2026-09-06,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Visual Studio Code SQL Server extension.,vidyut/prabha
r5n-labs/vscode-react-javascript-snippets,https://github.com/r5n-labs/vscode-react-javascript-snippets,1870,441,2026-08-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Extension for React/Javascript snippets with search supporting ES7+ and babel features,vidyut/prabha
software-mansion/radon-ide,https://github.com/software-mansion/radon-ide,1716,82,2026-08-26,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,VSCode/Cursor extension that turns your editor into a full featured IDE for React Native and Expo.,vidyut/prabha
astral-sh/ruff-vscode,https://github.com/astral-sh/ruff-vscode,1669,79,2026-09-03,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,A Visual Studio Code extension with support for the Ruff linter.,vidyut/prabha
microsoft/vscode-generator-code,https://github.com/microsoft/vscode-generator-code,1626,263,2026-09-01,JavaScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Visual Studio Code extension generator,vidyut/prabha
google-ai-edge/model-explorer,https://github.com/google-ai-edge/model-explorer,1552,169,2026-09-04,JavaScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A modern model graph visualizer and debugger,vidyut/prabha
microsoft/vscode-jupyter,https://github.com/microsoft/vscode-jupyter,1533,390,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VS Code Jupyter extension,vidyut/prabha
ggml-org/llama.vscode,https://github.com/ggml-org/llama.vscode,1501,151,2026-09-05,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VS Code extension for LLM-assisted code/text completion,vidyut/prabha
espressif/vscode-esp-idf-extension,https://github.com/espressif/vscode-esp-idf-extension,1467,346,2026-09-04,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Visual Studio Code extension for ESP-IDF projects,vidyut/prabha
damms005/devdb-vscode,https://github.com/damms005/devdb-vscode,1433,39,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A zero-config VS Code database extension with affordances to aid development and debugging.,vidyut/prabha
editorconfig/editorconfig-vscode,https://github.com/editorconfig/editorconfig-vscode,1370,141,2026-04-23,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,EditorConfig extension for Visual Studio Code,vidyut/prabha
google/visualblocks,https://github.com/google/visualblocks,1363,177,2026-07-01,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Visual Blocks for ML is a Google visual programming framework that lets you create ML pipelines in a no-code graph editor. You – and your users – can quickly prototype workflows by connecting drag-and-drop ML components, including models, user inputs, processors, and visualizations.",vidyut/prabha
julia-vscode/julia-vscode,https://github.com/julia-vscode/julia-vscode,1341,233,2026-09-02,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Julia extension for Visual Studio Code,vidyut/prabha
specstoryai/getspecstory,https://github.com/specstoryai/getspecstory,1325,86,2026-09-04,Go,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Install our local first extensions for your favorite AI IDE or Terminal Agent. Process your histories into reusable skills with Lore. Sync your conversations to the cloud. File issues and requests.,vidyut/prabha
yatki/vscode-surround,https://github.com/yatki/vscode-surround,1239,59,2026-03-22,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,🔥 A simple yet powerful extension to add wrapper templates around your code blocks,vidyut/prabha
REditorSupport/vscode-R,https://github.com/REditorSupport/vscode-R,1181,140,2026-06-30,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,R Extension for Visual Studio Code,vidyut/prabha
yioneko/vtsls,https://github.com/yioneko/vtsls,1087,26,2026-09-06,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,LSP wrapper for typescript extension of vscode,vidyut/prabha
neoclide/coc-tsserver,https://github.com/neoclide/coc-tsserver,1080,70,2026-08-07,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Tsserver extension for coc.nvim that provide rich features like VSCode for javascript & typescript,vidyut/prabha
weiesky/cc-viewer,https://github.com/weiesky/cc-viewer,1071,122,2026-09-05,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A request monitoring system for Claude Code that captures and visualizes all API requests and responses in real time. Helps developers monitor their Context for reviewing and debugging during Vibe Coding.,vidyut/prabha
swiftlang/vscode-swift,https://github.com/swiftlang/vscode-swift,1067,120,2026-09-04,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Visual Studio Code Extension for Swift,vidyut/prabha
igorlfs/nvim-dap-view,https://github.com/igorlfs/nvim-dap-view,988,37,2026-08-25,Lua,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Visualize debugging sessions in neovim,vidyut/prabha
Trepan-Debuggers/remake,https://github.com/Trepan-Debuggers/remake,851,80,2026-08-17,C,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Enhanced GNU Make - tracing, error reporting, debugging, profiling and more",vidyut/prabha
jmuncor/tokentap,https://github.com/jmuncor/tokentap,813,38,2026-06-21,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Intercept LLM API traffic and visualize token usage in a real-time terminal dashboard. Track costs,       debug prompts, and monitor context window usage across your AI development sessions.",vidyut/prabha
AIDotNet/auto-prompt,https://github.com/AIDotNet/auto-prompt,777,109,2025-12-06,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"AI Prompt Optimization Platform is a professional prompt engineering tool designed to help users optimize AI model prompts, enhancing the effectiveness and accuracy of AI interactions. The platform integrates intelligent optimization algorithms, deep reasoning analysis, visualization debugging tools, and community sharing features, providing compre",vidyut/prabha
Giorgi/EFCore.Visualizer,https://github.com/Giorgi/EFCore.Visualizer,691,23,2025-10-01,C#,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Entity Framework Core queries debugger visualizer.,vidyut/prabha
doganarif/GoVisual,https://github.com/doganarif/GoVisual,684,20,2026-09-03,Go,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Zero-config, pure-Go HTTP request visualizer & debugger for local Go web development.",vidyut/prabha
thetarnav/solid-devtools,https://github.com/thetarnav/solid-devtools,659,34,2026-01-21,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Library of developer tools, reactivity debugger & Devtools Chrome extension for visualizing SolidJS reactivity graph",vidyut/prabha
Aeastr/Loupe,https://github.com/Aeastr/Loupe,640,19,2026-01-29,Swift,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A SwiftUI debugging toolkit for visualizing renders, layouts, and measurements.",vidyut/prabha
vertxxyz/Vertx.Debugging,https://github.com/vertxxyz/Vertx.Debugging,608,42,2026-07-23,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Debugging utilities for Unity,vidyut/prabha
agileobjects/ReadableExpressions,https://github.com/agileobjects/ReadableExpressions,415,24,2026-03-16,C#,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A library and Debugger Visualizer which translates Expression Trees into readable C# source code. .NET 3.5+ and .NET Standard 1.0+.,vidyut/prabha
dromara/RedisFront,https://github.com/dromara/RedisFront,368,32,2026-05-31,Java,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"RedisFront is a cross-platform Redis client tool developed with Java Swing, compatible with major operating systems (Windows, macOS,Linux). Its visualized interface enables Redis data management and server monitoring, suitable for development debugging and production operations.",vidyut/prabha
fraawlen/cassette,https://github.com/fraawlen/cassette,317,8,2026-06-10,C,lgpl-3.0,GNU Lesser General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,POSIX application framework featuring a retro-futurist GUI toolkit and a configuration language.,vidyut/prabha
icsnju/visualinux,https://github.com/icsnju/visualinux,264,26,2026-06-13,C,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A visualized debugging framework to aid in understanding the Linux kernel.,vidyut/prabha
OpenImageDebugger/OpenImageDebugger,https://github.com/OpenImageDebugger/OpenImageDebugger,250,50,2026-09-05,C++,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"An advanced in-memory image visualization plugin for GDB and LLDB on Linux, with experimental support for MacOS and Windows. Previously known as gdb-imagewatch. Also available as an extension for VSCode and forks",vidyut/prabha
RTEdbg/RTEdbg,https://github.com/RTEdbg/RTEdbg,228,22,2026-02-16,C,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A fast and flexible data logging/tracing toolkit for software testing, debugging, and visualization. Features minimally intrusive C/C++ code instrumentation, a host-based decoding application, and demo code. It is essentially an fprintf() function that runs on the host instead of the embedded system.",vidyut/prabha
microsoft/vscode-cosmosdb,https://github.com/microsoft/vscode-cosmosdb,199,87,2026-09-04,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Azure Cosmos DB extension for VS Code,vidyut/prabha
vunguyentuan/vscode-css-variables,https://github.com/vunguyentuan/vscode-css-variables,196,31,2026-03-10,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,CSS variables autocomplete for vscode,vidyut/prabha
ManuelHentschel/VSCode-R-Debugger,https://github.com/ManuelHentschel/VSCode-R-Debugger,196,12,2026-08-07,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,R Debugger Extension for Visual Studio Code,vidyut/prabha
jfrog/jfrog-vscode-extension,https://github.com/jfrog/jfrog-vscode-extension,195,39,2026-07-23,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,JFrog VS-Code Extension,vidyut/prabha
Shopify/vscode-shopify-ruby,https://github.com/Shopify/vscode-shopify-ruby,195,17,2026-09-02,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,An opinionated and auto-configured set of extensions for Ruby development,vidyut/prabha
microsoft/azure-pipelines-vscode,https://github.com/microsoft/azure-pipelines-vscode,192,111,2026-09-04,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VS Code extension for working with Azure Pipelines YAML files,vidyut/prabha
zowe/zowe-explorer-vscode,https://github.com/zowe/zowe-explorer-vscode,192,128,2026-09-04,TypeScript,epl-2.0,Eclipse Public License 2.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Visual Studio Code Extension for Zowe, which lets users interact with z/OS Data Sets, Unix System Services, and Jobs on a remote mainframe instance. Powered by Zowe SDKs.",vidyut/prabha
littensy/charmed-icons,https://github.com/littensy/charmed-icons,190,32,2025-05-25,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,💝 Charming icon theme for Roblox projects on MacOS,vidyut/prabha
aquasecurity/trivy-vscode-extension,https://github.com/aquasecurity/trivy-vscode-extension,188,30,2026-06-29,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A VS Code Extension for Trivy,vidyut/prabha
uctakeoff/vscode-counter,https://github.com/uctakeoff/vscode-counter,188,26,2026-02-04,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"VS Code extension: counts blank lines, comment lines, and physical lines of source code in many programming languages.",vidyut/prabha
phuryn/grok-build-vscode,https://github.com/phuryn/grok-build-vscode,188,44,2026-09-06,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"Grok Build Desktop (Windows, macOS) + GUI for Grok Build CLI (Grok 4.6; extensions for VS Code, Cursor, and more). New: Talks to Codex and Claude Code, too.",vidyut/prabha
Rickaym/manim-sideview,https://github.com/Rickaym/manim-sideview,186,20,2026-08-13,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Manim utility extension for Visual Studio Code.,vidyut/prabha
microsoft/vscode-python-tools-extension-template,https://github.com/microsoft/vscode-python-tools-extension-template,185,51,2026-09-03,Python,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Template for creating VS Code extensions for python tools.,vidyut/prabha
FreHu/vscode-fresh-file-explorer,https://github.com/FreHu/vscode-fresh-file-explorer,185,7,2026-08-19,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Git-aware navigation for VS Code: a tree of recent changes, a branch-relative blame heatmap, branch compare, pickaxe diff search, and a resurrect-deleted-files button.",vidyut/prabha
databricks/databricks-vscode,https://github.com/databricks/databricks-vscode,183,40,2026-09-04,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,VS Code extension for Databricks,vidyut/prabha
ipatalas/vscode-postfix-ts,https://github.com/ipatalas/vscode-postfix-ts,183,39,2026-07-08,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Postfix notation for TypeScript/Javascript - extension for VS Code,vidyut/prabha
phpactor/vscode-phpactor,https://github.com/phpactor/vscode-phpactor,182,10,2026-09-06,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Phpactor VS Code Extension,vidyut/prabha
AvinZarlez/processing-vscode,https://github.com/AvinZarlez/processing-vscode,181,24,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Visual Studio Code extension for the programming language Processing,vidyut/prabha
tsperf/tracer,https://github.com/tsperf/tracer,181,18,2026-08-06,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A VSCode extension to measure type complexity within a project.,vidyut/prabha
Sarrus1/sourcepawn-studio,https://github.com/Sarrus1/sourcepawn-studio,180,24,2026-07-27,Rust,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,VSCode extension for SourcePawn scripting,vidyut/prabha
microsoft/vscode-python-debugger,https://github.com/microsoft/vscode-python-debugger,179,124,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Python debugger (debugpy) extension for VS Code.,vidyut/prabha
WolframResearch/vscode-wolfram,https://github.com/WolframResearch/vscode-wolfram,179,15,2026-05-14,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Official Visual Studio Code extension for Wolfram Language,vidyut/prabha
microsoft/vscode-gradle,https://github.com/microsoft/vscode-gradle,178,91,2026-09-03,Java,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Manage Gradle Projects, run Gradle tasks and provide better Gradle file authoring experience in VS Code",vidyut/prabha
alefragnani/vscode-numbered-bookmarks,https://github.com/alefragnani/vscode-numbered-bookmarks,173,28,2026-09-03,TypeScript,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Numbered Bookmarks Extension for Visual Studio Code,vidyut/prabha
ecmel/vscode-html-css,https://github.com/ecmel/vscode-html-css,172,128,2026-05-28,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Visual Studio Code Extension - CSS Intellisense for HTML,vidyut/prabha
pithings/pi-vscode,https://github.com/pithings/pi-vscode,170,41,2026-04-24,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Minimal VS Code extension for PI Coding Agent.,vidyut/prabha
Kodo-Robotics/launchmap,https://github.com/Kodo-Robotics/launchmap,170,15,2025-08-23,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Interactive ROS 2 launch file visualizer for VS Code. Explore and debug launch graphs with an intuitive UI.,vidyut/prabha
rhevorn/confetti,https://github.com/rhevorn/confetti,169,0,2026-09-04,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Confetti — one VS Code extension for toml, yaml, ini, nginx, dotenv, gitignore, hosts, and 16+ config files. Local, fast, no telemetry.",vidyut/prabha
microsoft/vscode-extension-telemetry,https://github.com/microsoft/vscode-extension-telemetry,166,59,2026-09-03,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,Node module to help VS Code extensions send telemetry using application insights,vidyut/prabha
jtrivedi/TouchInspector,https://github.com/jtrivedi/TouchInspector,164,9,2025-08-14,Swift,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,TouchInspector is a drop-in package that helps you visualize and debug touches on iOS and iPadOS.,vidyut/prabha
simoebenhida/laravel-intellisense,https://github.com/simoebenhida/laravel-intellisense,163,3,2026-01-26,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,Laravel VScode extension,vidyut/prabha
MichaelCurrin/auto-commit-msg,https://github.com/MichaelCurrin/auto-commit-msg,163,15,2026-09-03,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A VS Code extension to generate a smart commit message based on file changes,vidyut/prabha
littleCareless/dish-ai-commit,https://github.com/littleCareless/dish-ai-commit,160,14,2026-06-30,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Vibe Coding!!! 🤖 AI-Powered VSCode extension for generating standardized Git/SVN commit messages. ✨ Supports multiple AI services: OpenAI, ChatGPT, Ollama, Zhipu, DashScope, Doubao, Gemini and VS Code built-in AI. 🌍 Multi-language support (EN/CN/JP/KR/Other). 📊 Auto-generate weekly reports.",vidyut/prabha
sassoftware/vscode-sas-extension,https://github.com/sassoftware/vscode-sas-extension,159,76,2026-09-04,TypeScript,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"This SAS Extension for Visual Studio Code provides support for the SAS language, including features such as SAS syntax highlighting, code completion, hover help, code folding, outline, SAS code snippets and run SAS code.",vidyut/prabha
bscotch/stitch,https://github.com/bscotch/stitch,158,24,2026-06-15,TypeScript,other,Other,other,license present but non-standard — read the LICENSE before reuse,False,"Tools and apps for GameMaker development: a CLI for pipeline development, a VSCode extension for coding, and more.",vidyut/prabha
BOCOVO/db-schema-visualizer,https://github.com/BOCOVO/db-schema-visualizer,150,24,2025-11-18,TypeScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Visual Studio Code extension to visualize database schemas as Entity Relationship Diagrams (ERD) from DBML or Prisma files directly within the editor.,vidyut/prabha
maxmarsc/dave,https://github.com/maxmarsc/dave,141,4,2026-02-05,Python,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Debugger Audio Visualization Extension,vidyut/prabha
ariana-dot-dev/ariana-debugger,https://github.com/ariana-dot-dev/ariana-debugger,140,14,2025-06-16,TypeScript,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Observability and runtime visualization for JS/TS/Python code with zero code change,vidyut/prabha
soth-ai/mcp-reticle,https://github.com/soth-ai/mcp-reticle,118,46,2026-01-06,Rust,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Reticle intercepts, visualizes, and profiles JSON-RPC traffic between your LLM and MCP servers in real-time, with zero latency overhead. Stop debugging blind. Start seeing everything.",vidyut/prabha
srwi/PyCharm-PixelLens,https://github.com/srwi/PyCharm-PixelLens,99,7,2026-08-27,Kotlin,gpl-3.0,GNU General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,"Free PyCharm image viewer plugin for visualizing and debugging NumPy, OpenCV, PyTorch, TensorFlow, JAX, and PIL data.",vidyut/prabha
ahmedakef/gotutor,https://github.com/ahmedakef/gotutor,86,1,2026-04-30,Elm,agpl-3.0,GNU Affero General Public License v3.0,copyleft,fork/modify OK; redistributing a derivative obliges same-license release of your changes,False,Online Go Debugger & Visualizer,vidyut/prabha
AvAdiii/rewardspy,https://github.com/AvAdiii/rewardspy,84,5,2026-07-07,Python,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"A plug-in debugger and visualizer for RL reward functions. Detects reward hacking, tracks training health, and renders a live terminal dashboard.",vidyut/prabha
taowen/awesome-debugger,https://github.com/taowen/awesome-debugger,75,6,2026-03-19,,cc0-1.0,Creative Commons Zero v1.0 Universal,other,license present but non-standard — read the LICENSE before reuse,False,record & replay or time travel debugging,vidyut/prabha
nikonikoCW/Meteor3DEditor,https://github.com/nikonikoCW/Meteor3DEditor,68,19,2026-09-03,JavaScript,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"基于 Three.js 和 Vue3 的三维引擎低代码编辑开发平台，专注于数字孪生和物联网数据大屏可视化开发。A low-code editing and development platform for 3D engines based on Three.js and Vue3, focusing on digital twin and IoT data visualization on large screens.",vidyut/prabha
beenotung/quick-erd,https://github.com/beenotung/quick-erd,62,6,2026-08-11,TypeScript,bsd-2-clause,"BSD 2-Clause ""Simplified"" License",permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"quick and easy text-based ERD editor with drag and drop visualization + code generator for migration, query, typescript types and orm entity",vidyut/prabha
kitaki-Ciallo/nt_project,https://github.com/kitaki-Ciallo/nt_project,62,8,2026-04-23,Python,apache-2.0,Apache License 2.0,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,基于 Streamlit + Python 的 A 股国家队持仓透视系统。这是一个由 Gemini 协助完成的项目，commit 记录了我们从零构建、Debug、到最终上线，同甘共苦并肩作战的开发岁月。 🚀,vidyut/prabha
Aditya-JOSH/rails_trace_viewer,https://github.com/Aditya-JOSH/rails_trace_viewer,59,3,2026-01-31,Ruby,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,"Real-time visualization of the Rails request lifecycle. Trace controllers, models, SQL queries, and distributed Sidekiq jobs in an interactive call stack tree. Perfect for debugging and education.",vidyut/prabha
Inbanithi107/Dependencytracker,https://github.com/Inbanithi107/Dependencytracker,57,0,2026-04-12,Java,mit,MIT License,permissive,"modify, redistribute, fork, incorporate — keep LICENSE + copyright notice (Apache also NOTICE)",False,A Java dependency analysis and visualization library that auto-starts applications even during startup errors to enable deep architectural debugging.,vidyut/prabha
